,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips
92,4486.0,24208.0,29243.0,0.153404233492,0.827822042882,"19,722",67.44%,AL,Walker County,1127
93,2366.0,6031.0,8492.0,0.278615167216,0.710197833255,"3,665",43.16%,AL,Washington County,1129
94,4329.0,1737.0,6095.0,0.710254306809,0.284987694832,"2,592",42.53%,AL,Wilcox County,1131
95,871.0,9225.0,10255.0,0.0849341784495,0.899561189664,"8,354",81.46%,AL,Winston County,1133
96,1939.0,3825.0,6167.0,0.314415437003,0.62023674396,"1,886",30.58%,AR,Arkansas County,5001
97,2408.0,5338.0,8027.0,0.299987542046,0.665005606079,"2,930",36.50%,AR,Ashley County,5003
98,4163.0,14655.0,19572.0,0.212701818925,0.74877375843,"10,492",53.61%,AR,Baxter County,5005
99,27894.0,60751.0,94262.0,0.29591988288,0.644490887102,"32,857",34.86%,AR,Benton County,5007
100,2925.0,12225.0,15912.0,0.183823529412,0.768288084465,"9,300",58.45%,AR,Boone County,5009
101,1317.0,2163.0,3617.0,0.364113906552,0.598009400055,846,23.39%,AR,Bradley County,5011
102,636.0,1554.0,2250.0,0.282666666667,0.690666666667,918,40.80%,AR,Calhoun County,5013
103,3334.0,6773.0,10656.0,0.312875375375,0.635604354354,"3,439",32.27%,AR,Carroll County,5015
104,2350.0,1716.0,4149.0,0.56640154254,0.413593637021,634,15.28%,AR,Chicot County,5017
105,3606.0,4398.0,8365.0,0.431081888822,0.525762104005,792,9.47%,AR,Clark County,5019
106,1999.0,3779.0,5978.0,0.334392773503,0.632151221144,"1,780",29.78%,AR,Clay County,5021
107,2101.0,9454.0,11968.0,0.175551470588,0.789939839572,"7,353",61.44%,AR,Cleburne County,5023
108,723.0,2460.0,3299.0,0.2191573204,0.745680509245,"1,737",52.65%,AR,Cleveland County,5025
109,3140.0,5456.0,8837.0,0.355324205047,0.617404096413,"2,316",26.21%,AR,Columbia County,5027
110,2655.0,4844.0,7837.0,0.338777593467,0.618093658288,"2,189",27.93%,AR,Conway County,5029
111,10474.0,22798.0,34968.0,0.299530999771,0.651967513155,"12,324",35.24%,AR,Craighead County,5031
112,4476.0,16655.0,22155.0,0.202031144211,0.751749040849,"12,179",54.97%,AR,Crawford County,5033
113,8368.0,6953.0,15798.0,0.52968730219,0.440119002405,"1,415",8.96%,AR,Crittenden County,5035
114,1995.0,4577.0,6831.0,0.292050944225,0.670033670034,"2,582",37.80%,AR,Cross County,5037
115,1165.0,1507.0,2741.0,0.425027362277,0.549799343305,342,12.48%,AR,Dallas County,5039
116,2227.0,1915.0,4226.0,0.526975863701,0.453147184098,312,7.38%,AR,Desha County,5041
117,2364.0,3967.0,6552.0,0.360805860806,0.605463980464,"1,603",24.47%,AR,Drew County,5043
118,14525.0,29170.0,46364.0,0.313281856613,0.62915192822,"14,645",31.59%,AR,Faulkner County,5045
119,1376.0,5034.0,6698.0,0.205434458047,0.751567632129,"3,658",54.61%,AR,Franklin County,5047
120,1067.0,3470.0,4744.0,0.224915682968,0.731450252951,"2,403",50.65%,AR,Fulton County,5049
121,12283.0,26053.0,40337.0,0.3045095074,0.645883432085,"13,770",34.14%,AR,Garland County,5051
122,1407.0,5160.0,6855.0,0.205251641138,0.752735229759,"3,753",54.75%,AR,Grant County,5053
123,3056.0,10698.0,14422.0,0.21189848842,0.741783386493,"7,642",52.99%,AR,Greene County,5055
124,2371.0,4391.0,6984.0,0.339490263459,0.62872279496,"2,020",28.92%,AR,Hempstead County,5057
125,3137.0,8153.0,11815.0,0.265509944985,0.690055014812,"5,016",42.45%,AR,Hot Spring County,5059
126,1350.0,3155.0,4634.0,0.29132498921,0.680837289599,"1,805",38.95%,AR,Howard County,5061
127,2878.0,9925.0,13443.0,0.214089117013,0.738302462248,"7,047",52.42%,AR,Independence County,5063
128,1111.0,4042.0,5396.0,0.205893254262,0.749073387695,"2,931",54.32%,AR,Izard County,5065
129,1583.0,3262.0,5093.0,0.310818770862,0.640486942863,"1,679",32.97%,AR,Jackson County,5067
130,15721.0,9231.0,25683.0,0.612116964529,0.359420628431,"6,490",25.27%,AR,Jefferson County,5069
131,2421.0,6072.0,8997.0,0.269089696566,0.674891630544,"3,651",40.58%,AR,Johnson County,5071
132,1028.0,1750.0,2835.0,0.362610229277,0.617283950617,722,25.47%,AR,Lafayette County,5073
133,1263.0,4064.0,5629.0,0.224373778646,0.7219754841,"2,801",49.76%,AR,Lawrence County,5075
134,1735.0,1229.0,3004.0,0.577563249001,0.409121171771,506,16.84%,AR,Lee County,5077
135,1252.0,2455.0,3814.0,0.32826428946,0.64368117462,"1,203",31.54%,AR,Lincoln County,5079
136,1397.0,3604.0,5192.0,0.26906779661,0.694144838213,"2,207",42.51%,AR,Little River County,5081
137,1712.0,5737.0,7839.0,0.21839520347,0.731853552749,"4,025",51.35%,AR,Logan County,5083
138,5638.0,19902.0,26766.0,0.210640364642,0.743555256669,"14,264",53.29%,AR,Lonoke County,5085
139,1587.0,4917.0,6782.0,0.23400176939,0.725007372457,"3,330",49.10%,AR,Madison County,5087
140,1377.0,5077.0,6718.0,0.204971717773,0.755730872283,"3,700",55.08%,AR,Marion County,5089
141,4273.0,11293.0,16015.0,0.266812363409,0.705151420543,"7,020",43.83%,AR,Miller County,5091
142,5621.0,6988.0,12995.0,0.432550981147,0.537745286649,"1,367",10.52%,AR,Mississippi County,5093
143,1298.0,1400.0,2766.0,0.469269703543,0.506146059291,102,3.69%,AR,Monroe County,5095
144,735.0,2573.0,3445.0,0.213352685051,0.746879535559,"1,838",53.35%,AR,Montgomery County,5097
145,1156.0,2001.0,3233.0,0.357562635323,0.618929786576,845,26.14%,AR,Nevada County,5099
146,699.0,2875.0,3731.0,0.18734923613,0.770570892522,"2,176",58.32%,AR,Newton County,5101
147,4320.0,5347.0,9881.0,0.437202712276,0.541139560773,"1,027",10.39%,AR,Ouachita County,5103
148,1035.0,2979.0,4213.0,0.24566816995,0.707097080465,"1,944",46.14%,AR,Perry County,5105
149,4292.0,2443.0,6894.0,0.62257035103,0.354366115463,"1,849",26.82%,AR,Phillips County,5107
150,684.0,3150.0,3956.0,0.172901921132,0.796258847321,"2,466",62.34%,AR,Pike County,5109
151,1878.0,3149.0,5283.0,0.355479840999,0.596062843082,"1,271",24.06%,AR,Poinsett County,5111
152,1210.0,6606.0,8121.0,0.148996429011,0.813446619874,"5,396",66.45%,AR,Polk County,5113
153,4818.0,15694.0,21545.0,0.223624970991,0.728428869807,"10,876",50.48%,AR,Pope County,5115
154,812.0,2503.0,3404.0,0.238542890717,0.735311398355,"1,691",49.68%,AR,Prairie County,5117
155,89377.0,61182.0,157728.0,0.566652718604,0.387895617772,"28,195",17.88%,AR,Pulaski County,5119
156,1425.0,4508.0,6313.0,0.225724695074,0.714082052907,"3,083",48.84%,AR,Randolph County,5121
157,13247.0,35852.0,51971.0,0.254892151392,0.689846260414,"22,605",43.50%,AR,Saline County,5125
158,507.0,2378.0,3017.0,0.168047729533,0.788200198873,"1,871",62.02%,AR,Scott County,5127
159,601.0,2955.0,3698.0,0.162520281233,0.7990805841,"2,354",63.66%,AR,Searcy County,5129
160,12184.0,28769.0,43557.0,0.279725417269,0.660490851069,"16,585",38.08%,AR,Sebastian County,5131
161,1075.0,3281.0,4517.0,0.23798981625,0.726367057782,"2,206",48.84%,AR,Sevier County,5133
162,1472.0,5405.0,7190.0,0.204728789986,0.75173852573,"3,933",54.70%,AR,Sharp County,5135
163,4031.0,3195.0,7412.0,0.543847814355,0.431057744199,836,11.28%,AR,St. Francis County,5123
164,1189.0,4081.0,5527.0,0.215125746336,0.738375248779,"2,892",52.32%,AR,Stone County,5137
165,5667.0,10201.0,16338.0,0.346860080793,0.624372628229,"4,534",27.75%,AR,Union County,5139
166,1547.0,5382.0,7111.0,0.217550274223,0.756855575868,"3,835",53.93%,AR,Van Buren County,5141
167,32296.0,40418.0,78153.0,0.413240694535,0.517165048047,"8,122",10.39%,AR,Washington County,5143
168,5157.0,21038.0,27451.0,0.18786200867,0.766383738297,"15,881",57.85%,AR,White County,5145
169,1117.0,1344.0,2550.0,0.438039215686,0.527058823529,227,8.90%,AR,Woodruff County,5147
170,1472.0,4600.0,6389.0,0.230395993113,0.719987478479,"3,128",48.96%,AR,Yell County,5149
171,12196.0,5315.0,18659.0,0.653625596227,0.284849134466,"6,881",36.88%,AZ,Apache County,4001
172,15291.0,25036.0,43147.0,0.35439312119,0.580248916495,"9,745",22.59%,AZ,Cochise County,4003
173,25308.0,16573.0,44929.0,0.563288744463,0.368870885174,"8,735",19.44%,AZ,Coconino County,4005
174,6746.0,13672.0,21398.0,0.315263108702,0.638938218525,"6,926",32.37%,AZ,Gila County,4007
175,3301.0,8025.0,11939.0,0.276488818159,0.672166848145,"4,724",39.57%,AZ,Graham County,4009
176,1092.0,1892.0,3243.0,0.336725254394,0.583410422448,800,24.67%,AZ,Greenlee County,4011
177,1318.0,3381.0,4931.0,0.267288582438,0.685662137497,"2,063",41.84%,AZ,La Paz County,4012
178,549040.0,590465.0,1201934.0,0.456797128628,0.491262415407,"41,425",3.45%,AZ,Maricopa County,4013
179,16485.0,54656.0,74189.0,0.22220275243,0.736712989796,"38,171",51.45%,AZ,Mohave County,4015
180,15362.0,18165.0,35409.0,0.43384450281,0.513005168178,"2,803",7.92%,AZ,Navajo County,4017
181,195649.0,147019.0,360762.0,0.542321530538,0.407523519661,"48,630",13.48%,AZ,Pima County,4019
182,35737.0,53857.0,93805.0,0.380971163584,0.574137839134,"18,120",19.32%,AZ,Pinal County,4021
183,10684.0,3650.0,14926.0,0.715797936487,0.244539729331,"7,034",47.13%,AZ,Santa Cruz County,4023
184,29705.0,58862.0,92780.0,0.320165984048,0.634425522742,"29,157",31.43%,AZ,Yavapai County,4025
185,18336.0,20586.0,40759.0,0.449863833755,0.505066365711,"2,250",5.52%,AZ,Yuma County,4027
186,486351.0,91189.0,613195.0,0.793142475069,0.148711258246,"395,162",64.44%,CA,Alameda County,6001
187,318.0,211.0,575.0,0.553043478261,0.366956521739,107,18.61%,CA,Alpine County,6003
188,5904.0,10239.0,17186.0,0.34353543582,0.595775631328,"4,335",25.22%,CA,Amador County,6005
189,38676.0,42193.0,87847.0,0.440265461541,0.480300977836,"3,517",4.00%,CA,Butte County,6007
190,7738.0,13072.0,22334.0,0.346467269634,0.585295961315,"5,334",23.88%,CA,Calaveras County,6009
191,2659.0,3551.0,6594.0,0.403245374583,0.538519866545,892,13.53%,CA,Colusa County,6011
192,286658.0,105819.0,415972.0,0.689128114392,0.254389718539,"180,839",43.47%,CA,Contra Costa County,6013
193,3485.0,5134.0,9361.0,0.372289285333,0.54844567888,"1,649",17.62%,CA,Del Norte County,6015
194,35243.0,47633.0,89228.0,0.394976913077,0.533834670731,"12,390",13.89%,CA,El Dorado County,6017
195,123660.0,113949.0,250264.0,0.494118211169,0.455315187162,"9,711",3.88%,CA,Fresno County,6019
196,3065.0,5788.0,9379.0,0.326793901269,0.617123360699,"2,723",29.03%,CA,Glenn County,6021
197,19596.0,10883.0,33636.0,0.582590082055,0.32355214651,"8,713",25.90%,CA,Humboldt County,6023
198,28467.0,11295.0,41751.0,0.681827980168,0.270532442337,"17,172",41.13%,CA,Imperial County,6025
199,3155.0,4248.0,7996.0,0.394572286143,0.531265632816,"1,093",13.67%,CA,Inyo County,6027
200,86481.0,119164.0,217725.0,0.397202893558,0.547314272592,"32,683",15.01%,CA,Kern County,6029
201,12902.0,17446.0,32250.0,0.400062015504,0.54096124031,"4,544",14.09%,CA,Kings County,6031
202,6240.0,5752.0,13045.0,0.478344193177,0.440935224224,488,3.74%,CA,Lake County,6033
203,2224.0,7574.0,10422.0,0.213394741892,0.72673191326,"5,350",51.33%,CA,Lassen County,6035
204,1893770.0,620285.0,2652072.0,0.714071865319,0.233886938213,"1,273,485",48.02%,CA,Los Angeles County,6037
205,13283.0,19221.0,34263.0,0.38767766979,0.560984152001,"5,938",17.33%,CA,Madera County,6039
206,86650.0,17531.0,109941.0,0.788150007731,0.159458254882,"69,119",62.87%,CA,Marin County,6041
207,3122.0,5185.0,8877.0,0.351695392588,0.584093725358,"2,063",23.24%,CA,Mariposa County,6043
208,6905.0,3571.0,11435.0,0.603847835592,0.312286838653,"3,334",29.16%,CA,Mendocino County,6045
209,21856.0,18486.0,42523.0,0.513980669285,0.434729440538,"3,370",7.93%,CA,Merced County,6047
210,798.0,2413.0,3359.0,0.237570705567,0.718368562072,"1,615",48.08%,CA,Modoc County,6049
211,2696.0,2080.0,5154.0,0.523088863019,0.403570042685,616,11.95%,CA,Mono County,6051
212,64733.0,26378.0,96676.0,0.669587074351,0.272849517978,"38,355",39.67%,CA,Monterey County,6053
213,26161.0,11946.0,40393.0,0.647661723566,0.295744312133,"14,215",35.19%,CA,Napa County,6055
214,16199.0,14686.0,33258.0,0.487070779963,0.441577966204,"1,513",4.55%,CA,Nevada County,6057
215,556544.0,472669.0,1092116.0,0.509601544158,0.432801094389,"83,875",7.68%,CA,Orange County,6059
216,61969.0,78977.0,150532.0,0.411666622379,0.524652565567,"17,008",11.30%,CA,Placer County,6061
217,3224.0,5079.0,8830.0,0.365118912797,0.575198187995,"1,855",21.01%,CA,Plumas County,6063
218,339145.0,309514.0,683612.0,0.496107441063,0.452762678244,"29,631",4.33%,CA,Riverside County,6065
219,273768.0,163024.0,467526.0,0.585567433683,0.348695045837,"110,744",23.69%,CA,Sacramento County,6067
220,10050.0,6471.0,17572.0,0.571932620077,0.368256316868,"3,579",20.37%,CA,San Benito County,6069
221,312517.0,253962.0,598783.0,0.521920294998,0.42413027758,"58,555",9.78%,CA,San Bernardino County,6071
222,567243.0,386807.0,1011651.0,0.560710165858,0.382352214351,"180,436",17.84%,CA,San Diego County,6073
223,312443.0,34493.0,365295.0,0.855316935627,0.0944250537237,"277,950",76.09%,CA,San Francisco County,6075
224,89791.0,68316.0,166647.0,0.53880957953,0.409944373436,"21,475",12.89%,CA,San Joaquin County,6077
225,63001.0,52672.0,124575.0,0.50572747341,0.422813566125,"10,329",8.29%,CA,San Luis Obispo County,6079
226,219580.0,53731.0,287499.0,0.763759178293,0.186891084839,"165,849",57.69%,CA,San Mateo County,6081
227,100120.0,53740.0,164224.0,0.609655105222,0.327235970382,"46,380",28.24%,CA,Santa Barbara County,6083
228,483472.0,137452.0,659148.0,0.733480189578,0.208529799074,"346,020",52.50%,CA,Santa Clara County,6085
229,85185.0,20158.0,113509.0,0.750469125796,0.177589442247,"65,027",57.29%,CA,Santa Cruz County,6087
230,20471.0,47587.0,72554.0,0.282148468727,0.655883893376,"27,116",37.37%,CA,Shasta County,6089
231,601.0,1048.0,1804.0,0.333148558758,0.580931263858,447,24.78%,CA,Sierra County,6091
232,7106.0,11212.0,19836.0,0.358237547893,0.565234926396,"4,106",20.70%,CA,Siskiyou County,6093
233,97159.0,49595.0,156067.0,0.622546726726,0.317780184152,"47,564",30.48%,CA,Solano County,6095
234,116027.0,37421.0,164060.0,0.707222967207,0.228093380471,"78,606",47.91%,CA,Sonoma County,6097
235,73939.0,72960.0,156141.0,0.473539941463,0.467269967529,979,0.63%,CA,Stanislaus County,6099
236,11831.0,16780.0,30429.0,0.388806730422,0.551447632193,"4,949",16.26%,CA,Sutter County,6101
237,6571.0,14981.0,22875.0,0.287256830601,0.654907103825,"8,410",36.77%,CA,Tehama County,6103
238,1876.0,2409.0,4716.0,0.397794741306,0.510814249364,533,11.30%,CA,Trinity County,6105
239,39099.0,50488.0,94571.0,0.413435408318,0.533863446511,"11,389",12.04%,CA,Tulare County,6107
240,8580.0,13486.0,23472.0,0.36554192229,0.574556918882,"4,906",20.90%,CA,Tuolumne County,6109
241,170489.0,118764.0,307881.0,0.553749663019,0.385746440995,"51,725",16.80%,CA,Ventura County,6111
242,34460.0,13178.0,50623.0,0.680718250598,0.260316456946,"21,282",42.04%,CA,Yolo County,6113
243,7234.0,12313.0,21058.0,0.343527400513,0.584718396809,"5,079",24.12%,CA,Yuba County,6115
244,86471.0,73807.0,175125.0,0.493767309065,0.42145324768,"12,664",7.23%,CO,Adams County,8001
245,3168.0,3031.0,6897.0,0.459330143541,0.439466434682,137,1.99%,CO,Alamosa County,8003
246,148365.0,109638.0,281658.0,0.526755852843,0.389259314488,"38,727",13.75%,CO,Arapahoe County,8005
247,2489.0,4234.0,7290.0,0.341426611797,0.580795610425,"1,745",23.94%,CO,Archuleta County,8007
248,278.0,1716.0,2107.0,0.131941148552,0.81442809682,"1,438",68.25%,CO,Baca County,8009
249,581.0,1166.0,1892.0,0.307082452431,0.616279069767,585,30.92%,CO,Bent County,8011
250,124715.0,38766.0,176735.0,0.705661017908,0.219345347554,"85,949",48.63%,CO,Boulder County,8013
251,19530.0,14272.0,37342.0,0.523003588453,0.382196989984,"5,258",14.08%,CO,Broomfield County,8014
252,4773.0,5283.0,10999.0,0.433948540776,0.480316392399,510,4.64%,CO,Chaffee County,8015
253,127.0,905.0,1076.0,0.118029739777,0.841078066914,778,72.30%,CO,Cheyenne County,8017
254,2585.0,2426.0,5532.0,0.467281272596,0.438539407086,159,2.87%,CO,Clear Creek County,8019
255,1753.0,1885.0,3970.0,0.441561712846,0.474811083123,132,3.32%,CO,Conejos County,8021
256,1109.0,581.0,1820.0,0.609340659341,0.319230769231,528,29.01%,CO,Costilla County,8023
257,336.0,1069.0,1511.0,0.22236929186,0.707478491066,733,48.51%,CO,Crowley County,8025
258,797.0,2059.0,3064.0,0.260117493473,0.671997389034,"1,262",41.19%,CO,Custer County,8027
259,4048.0,11584.0,16661.0,0.242962607286,0.695276393974,"7,536",45.23%,CO,Delta County,8029
260,174611.0,43637.0,232291.0,0.751690767184,0.187854888911,"130,974",56.38%,CO,Denver County,8031
261,227.0,936.0,1230.0,0.184552845528,0.760975609756,709,57.64%,CO,Dolores County,8033
262,67045.0,100178.0,182918.0,0.366530357865,0.547666167354,"33,133",18.11%,CO,Douglas County,8035
263,12652.0,8153.0,22611.0,0.559550661183,0.360576710451,"4,499",19.90%,CO,Eagle County,8037
